Book-Title,Book-Author,Year-Of-Publication,ISBN,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Count
A Child's Garden of Verses (Puffin Classics),Robert Louis Stevenson,1995,014036692X,Puffin Books,http://images.amazon.com/images/P/014036692X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014036692X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014036692X.01.LZZZZZZZ.jpg,1
A Child's History of England,Charles Dickens,2003,140434442X,IndyPublish.com,http://images.amazon.com/images/P/140434442X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/140434442X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/140434442X.01.LZZZZZZZ.jpg,1
A Choice of Catastrophes: The Disasters That Threaten Our World,Isaac Asimov,1979,0671227017,Simon &amp; Schuster,http://images.amazon.com/images/P/0671227017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671227017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671227017.01.LZZZZZZZ.jpg,1
A Christmas Carol,Charles Dickens,1997,0030514924,Holt Rinehart and Winston,http://images.amazon.com/images/P/0030514924.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0030514924.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0030514924.01.LZZZZZZZ.jpg,1
A Christmas Carol (Apple Classics),Charles Dickens,1990,0590435272,Scholastic,http://images.amazon.com/images/P/0590435272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590435272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590435272.01.LZZZZZZZ.jpg,1
A Christmas Carol (Classics Illustrated),Charles Dickens,1990,0425123340,Berkley Publishing Group,http://images.amazon.com/images/P/0425123340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425123340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425123340.01.LZZZZZZZ.jpg,1
A Christmas Carol (Dover Thrift Editions),Charles Dickens,1991,0486268659,Dover Publications,http://images.amazon.com/images/P/0486268659.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486268659.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486268659.01.LZZZZZZZ.jpg,1
A Christmas Carol (Great Stories),Charles Dickens,1999,1561797464,Bethany House Publishers,http://images.amazon.com/images/P/1561797464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1561797464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1561797464.01.LZZZZZZZ.jpg,1
A Christmas Carol (Ladybird Children's Classics),Charles Dickens,1982,0721407455,Penguin U S A,http://images.amazon.com/images/P/0721407455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0721407455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0721407455.01.LZZZZZZZ.jpg,1
A Christmas Carol (Puffin Classics (Paperback)),Charles Dickens,1995,0140367233,Puffin Books,http://images.amazon.com/images/P/0140367233.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140367233.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140367233.01.LZZZZZZZ.jpg,1
A Christmas Carol (Running Press Miniature Editions),Charles Dickens,1990,0894718541,Running Pr,http://images.amazon.com/images/P/0894718541.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894718541.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894718541.01.LZZZZZZZ.jpg,1
A Christmas Carol (Scholastic Classics),Charles Dickens,2000,0439101336,Scholastic,http://images.amazon.com/images/P/0439101336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439101336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439101336.01.LZZZZZZZ.jpg,1
A Christmas Carol (Tor Classics),Charles Dickens,2004,0812504348,Tor Classics,http://images.amazon.com/images/P/0812504348.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812504348.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812504348.01.LZZZZZZZ.jpg,1
A Christmas Carol (Watermill Classics),Charles Dickens,1992,0816728836,Troll Communications,http://images.amazon.com/images/P/0816728836.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816728836.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816728836.01.LZZZZZZZ.jpg,1
A Christmas Carol (Wordsworth Collection),Charles Dickens,1998,1853261211,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853261211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853261211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853261211.01.LZZZZZZZ.jpg,1
A Christmas Carol and Other Stories (Modern Library),Charles Dickens,1995,0679601791,Modern Library,http://images.amazon.com/images/P/0679601791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679601791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679601791.01.LZZZZZZZ.jpg,1
A Christmas Carol and Other Victorian Fairy Tales,Charles Dickens,1983,0553211269,Bantam Books,http://images.amazon.com/images/P/0553211269.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553211269.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553211269.01.LZZZZZZZ.jpg,1
A Christmas Carol in Prose Being a Ghost Story of Christmas,Charles Dickens,1983,0823404862,Holiday House,http://images.amazon.com/images/P/0823404862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0823404862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0823404862.01.LZZZZZZZ.jpg,1
A Christmas Carol in Prose Being a Ghost Story of Christmas: In Prose : Being a Ghost Story of Christmas,Charles Dickens,1990,0140071202,Penguin Books,http://images.amazon.com/images/P/0140071202.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140071202.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140071202.01.LZZZZZZZ.jpg,1
A Christmas Carol in Prose: Being a Ghost Story of Christmas,Charles Dickens,1972,0590021028,Scholastic Paperbacks,http://images.amazon.com/images/P/0590021028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590021028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590021028.01.LZZZZZZZ.jpg,1
A Christmas Carol: And Other Stories (Modern Library Classics),Charles Dickens,2001,0375758887,Modern Library,http://images.amazon.com/images/P/0375758887.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375758887.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375758887.01.LZZZZZZZ.jpg,1
A Christmas Carol: The Original Manuscript,Charles Dickens,1971,0486209806,Dover Publications,http://images.amazon.com/images/P/0486209806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486209806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486209806.01.LZZZZZZZ.jpg,1
A Christmas Wedding (Family Saga),Andrew M. Greeley,2001,081256667X,Forge Books,http://images.amazon.com/images/P/081256667X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081256667X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081256667X.01.LZZZZZZZ.jpg,1
A Christmas Wedding (O'Malley Novels (Forge Hardcover)),Andrew M. Greeley,2000,0312872240,Forge,http://images.amazon.com/images/P/0312872240.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312872240.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312872240.01.LZZZZZZZ.jpg,1
A Christmas Without Elizabeth (Sweet Valley Twins and Friends Magna),Francine Pascal,1994,055315947X,Sweet Valley,http://images.amazon.com/images/P/055315947X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055315947X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055315947X.01.LZZZZZZZ.jpg,1
"A Circus for Love (Camfield Novel of Love, No 74)",Barbara Cartland,1989,0515101524,Jove Books,http://images.amazon.com/images/P/0515101524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515101524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515101524.01.LZZZZZZZ.jpg,1
A Coldness in the Blood,Fred Saberhagen,2002,0765300451,Tor Books,http://images.amazon.com/images/P/0765300451.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765300451.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765300451.01.LZZZZZZZ.jpg,1
A Connecticut Yankee at King Arthur's Court (Penguin Classics),Mark Twain,1990,0140430644,Penguin Books,http://images.amazon.com/images/P/0140430644.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140430644.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140430644.01.LZZZZZZZ.jpg,1
A Connecticut Yankee in King Arthur's Court,Mark Twain,1999,0808519476,Sagebrush Bound,http://images.amazon.com/images/P/0808519476.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0808519476.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0808519476.01.LZZZZZZZ.jpg,1
A Connecticut Yankee in King Arthur's Court (Bantam Classic),Mark Twain,1994,0553211439,Bantam Books,http://images.amazon.com/images/P/0553211439.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553211439.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553211439.01.LZZZZZZZ.jpg,1
A Connecticut Yankee in King Arthur's Court (Dover Thrift Editions),Mark Twain,2001,0486415910,Dover Publications,http://images.amazon.com/images/P/0486415910.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486415910.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486415910.01.LZZZZZZZ.jpg,1
A Connecticut Yankee in King Arthur's Court (Mark Twain Library),Mark Twain,1984,0520051092,University of California Press,http://images.amazon.com/images/P/0520051092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0520051092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0520051092.01.LZZZZZZZ.jpg,1
A Connecticut Yankee in King Arthur's Court (Oxford World's Classics),Mark Twain,1998,0192839020,Oxford University Press,http://images.amazon.com/images/P/0192839020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192839020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192839020.01.LZZZZZZZ.jpg,1
A Connecticut Yankee in King Arthur's Court (Worlds Best Reading),Mark Twain,1984,0895771853,Putnam Pub Group,http://images.amazon.com/images/P/0895771853.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0895771853.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0895771853.01.LZZZZZZZ.jpg,1
"A Connecticut Yankee in King Arthur's Court: An Authoritative Text, Backgrounds and Sources, Composition and Publication, Criticism (A Norton)",Mark Twain,1982,0393951375,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393951375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393951375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393951375.01.LZZZZZZZ.jpg,1
A Connecticut Yankee in King Arthur's court (Barnes &amp; Noble classics),Mark Twain,1995,1566197066,Barnes &amp; Noble Books,http://images.amazon.com/images/P/1566197066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1566197066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1566197066.01.LZZZZZZZ.jpg,1
"A Connecticut Yankee in King Arthur's court: An authoritative text, backgrounds and sources, composition and publication, criticism (A Norton critical edition)",Mark Twain,1982,0393013782,Norton,http://images.amazon.com/images/P/0393013782.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393013782.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393013782.01.LZZZZZZZ.jpg,1
A Coral Kiss,Jayne Ann Krentz,1992,0446363499,Warner Books,http://images.amazon.com/images/P/0446363499.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446363499.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446363499.01.LZZZZZZZ.jpg,1
A Corner of the Universe,Ann M. Martin,2002,0439388805,Scholastic,http://images.amazon.com/images/P/0439388805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439388805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439388805.01.LZZZZZZZ.jpg,1
"A Coronation of Love (New Camfield Novel of Love, No 107)",Barbara Cartland,1992,0515108839,Jove Books,http://images.amazon.com/images/P/0515108839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515108839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515108839.01.LZZZZZZZ.jpg,1
A Crown Disowned,Andre Norton,2002,0312873387,Tor Books,http://images.amazon.com/images/P/0312873387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312873387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312873387.01.LZZZZZZZ.jpg,1
A Cry In The Night,Mary Higgins Clark,1993,0671886665,Pocket,http://images.amazon.com/images/P/0671886665.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671886665.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671886665.01.LZZZZZZZ.jpg,1
A Cry in the Night,Mary Higgins Clark,1999,0613035399,Sagebrush Bound,http://images.amazon.com/images/P/0613035399.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613035399.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613035399.01.LZZZZZZZ.jpg,1
A Cup of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,1558744215,Health Communications,http://images.amazon.com/images/P/1558744215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558744215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558744215.01.LZZZZZZZ.jpg,1
A Dance At The Slaughterhouse: A Matthew Scudder Crime Novel,Lawrence Block,2000,0380813734,Perennial Dark Alley,http://images.amazon.com/images/P/0380813734.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380813734.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380813734.01.LZZZZZZZ.jpg,1
A Dance at the Slaughterhouse (Matthew Scudder Mysteries (Paperback)),Lawrence Block,1992,0380713748,Avon,http://images.amazon.com/images/P/0380713748.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380713748.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380713748.01.LZZZZZZZ.jpg,1
A Dance at the Slaughterhouse (Thorndike Americana),Lawrence Block,2000,0786229837,Thorndike Press,http://images.amazon.com/images/P/0786229837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786229837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786229837.01.LZZZZZZZ.jpg,1
A Dangerous Mourning,Anne Perry,1991,0449905543,Ballantine Books,http://images.amazon.com/images/P/0449905543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449905543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449905543.01.LZZZZZZZ.jpg,1
A Dark-Adapted Eye: A Novel of Suspense (Audio Editions),Ruth Rendell,1994,0945353936,Audio Partners,http://images.amazon.com/images/P/0945353936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0945353936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0945353936.01.LZZZZZZZ.jpg,1
"A Date With a Werewolf (Sweet Valley High, No 105)",Francine Pascal,1994,0553562282,Sweet Valley,http://images.amazon.com/images/P/0553562282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553562282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553562282.01.LZZZZZZZ.jpg,1
A Daughter of the Snows,Jack London,1987,093245836X,Lexikos Pub,http://images.amazon.com/images/P/093245836X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/093245836X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/093245836X.01.LZZZZZZZ.jpg,1
A Day With Barbie (Golden Book),Golden Books,1999,0307276074,Golden Books,http://images.amazon.com/images/P/0307276074.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307276074.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307276074.01.LZZZZZZZ.jpg,1
A De Adulterio,Sue Grafton,2002,8472237400,Tusquets,http://images.amazon.com/images/P/8472237400.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8472237400.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8472237400.01.LZZZZZZZ.jpg,1
A Demon in My View,Ruth Rendell,1976,0385121105,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385121105.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385121105.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385121105.01.LZZZZZZZ.jpg,1
A Dish Taken Cold,Anne Perry,2001,0786708220,Carroll &amp; Graf Publishers,http://images.amazon.com/images/P/0786708220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786708220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786708220.01.LZZZZZZZ.jpg,1
A Diversity of Dragons (Pern),Anne McCaffrey,1997,006105531X,Eos,http://images.amazon.com/images/P/006105531X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006105531X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006105531X.01.LZZZZZZZ.jpg,1
A Dragon-Lover's Treasury of the Fantastic,Margaret Weis,2000,0446608424,Aspect,http://images.amazon.com/images/P/0446608424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608424.01.LZZZZZZZ.jpg,1
A Dream Came True (Harlequin Romance 2550),Betty Neels,1983,0373025505,Harlequin,http://images.amazon.com/images/P/0373025505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373025505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373025505.01.LZZZZZZZ.jpg,1
A Dream Comes True (Rudolph the Red-Nosed Reindeer),Golden Books,1997,0307083721,Golden Books,http://images.amazon.com/images/P/0307083721.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307083721.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307083721.01.LZZZZZZZ.jpg,1
A Dream from the Night,Barbara Cartland,1984,0860096033,Thorndike Pr,http://images.amazon.com/images/P/0860096033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0860096033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0860096033.01.LZZZZZZZ.jpg,1
"A Dream in Spain (Camfield, No 37)",Barbara Cartland,1986,0515086738,Jove Books,http://images.amazon.com/images/P/0515086738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515086738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515086738.01.LZZZZZZZ.jpg,1
A Duel of Jewels (Severn House Historical Romance Series),Barbara Cartland,1993,0727844741,Severn House Publishers,http://images.amazon.com/images/P/0727844741.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0727844741.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0727844741.01.LZZZZZZZ.jpg,1
A Duke in Danger (Thorndike Paperback),Barbara Cartland,2002,078623962X,G. K. Hall &amp; Company,http://images.amazon.com/images/P/078623962X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078623962X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078623962X.01.LZZZZZZZ.jpg,1
"A Dynasty of Love (Camfield Novel of Love, No. 101)",Barbara Cartland,1992,0515107573,Jove Books,http://images.amazon.com/images/P/0515107573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515107573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515107573.01.LZZZZZZZ.jpg,1
A FAREWELL TO ARMS (Scribner Classics),Ernest Hemingway,1997,0684837889,Scribner,http://images.amazon.com/images/P/0684837889.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684837889.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684837889.01.LZZZZZZZ.jpg,1
A Family Affair,Rex Stout,2000,0736659293,"Books on Tape, Inc.",http://images.amazon.com/images/P/0736659293.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0736659293.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0736659293.01.LZZZZZZZ.jpg,1
A Family Affair (The Rex Stout Library),Rex Stout,1993,0553241222,Bantam Books,http://images.amazon.com/images/P/0553241222.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553241222.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553241222.01.LZZZZZZZ.jpg,1
A Family Affair: A Nero Wolfe Novel,Rex Stout,1975,0670306118,Penguin USA,http://images.amazon.com/images/P/0670306118.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670306118.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670306118.01.LZZZZZZZ.jpg,1
A Farewell to Arms,Ernest Hemingway,1999,0808519255,Sagebrush Bound,http://images.amazon.com/images/P/0808519255.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0808519255.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0808519255.01.LZZZZZZZ.jpg,1
A Farewell to Arms (A Scribner Classic),Ernest Hemingway,1987,0020519001,Simon &amp; Schuster,http://images.amazon.com/images/P/0020519001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020519001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020519001.01.LZZZZZZZ.jpg,1
A Fatal Inversion (Plume Fiction),Ruth Rendell,1993,0452270707,Penguin USA,http://images.amazon.com/images/P/0452270707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452270707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452270707.01.LZZZZZZZ.jpg,1
